rep	entropy	dnds	fspec	omega	kappa	lnlik	k	aic
338	3.294694575	0.689780803	cf3x4	0.606003	2.2471	-2167642.704	3	4335291.408
338	3.294694575	0.689780803	mg1	0.686157	2.25971	-2154392.233	3	4308790.466
338	3.294694575	0.689780803	mg3	0.661562	2.23844	-2179577.386	3	4359160.771
339	3.108776916	0.670295482	f61	0.534946	1.58928	-2241577.798	3	4483161.595
339	3.108776916	0.670295482	f1x4	0.594776	1.70316	-2204209.179	3	4408424.358
339	3.108776916	0.670295482	f3x4	0.563373	1.71821	-2247862.704	3	4495731.407
339	3.108776916	0.670295482	cf3x4	0.551031	1.63005	-2222258.624	3	4444523.248
339	3.108776916	0.670295482	mg1	0.675948	1.8819	-2203069.541	3	4406145.082
339	3.108776916	0.670295482	mg3	0.619885	1.80448	-2246211.239	3	4492428.478
33	3.262512128	0.745465102	f61	0.743495	2.29516	-2117551.491	3	4235108.982
33	3.262512128	0.745465102	f1x4	0.739339	2.24245	-2132897.095	3	4265800.191
33	3.262512128	0.745465102	f3x4	0.752692	2.24563	-2094746.911	3	4189499.822
33	3.262512128	0.745465102	cf3x4	0.727618	2.28383	-2117700.439	3	4235406.877
33	3.262512128	0.745465102	mg1	0.774316	2.26704	-2130879.44	3	4261764.88
33	3.262512128	0.745465102	mg3	0.760211	2.19458	-2092176.661	3	4184359.321
340	3.510984586	0.745580698	f61	0.64047	2.04776	-2228101.104	3	4456208.208
340	3.510984586	0.745580698	f1x4	0.670461	2.07394	-2207553.618	3	4415113.235
340	3.510984586	0.745580698	f3x4	0.632849	2.05486	-2226237.9	3	4452481.8
340	3.510984586	0.745580698	cf3x4	0.635426	2.07488	-2222710.843	3	4445427.686
340	3.510984586	0.745580698	mg1	0.77757	2.24443	-2206504.145	3	4413014.291
340	3.510984586	0.745580698	mg3	0.748355	2.17085	-2224671.83	3	4449349.661
341	3.296048086	0.72056605	f61	0.725233	2.00396	-2140965.461	3	4281936.922
341	3.296048086	0.72056605	f1x4	0.70564	2.02362	-2155801.275	3	4311608.549
341	3.296048086	0.72056605	f3x4	0.690541	2.14926	-2164903.071	3	4329812.143
341	3.296048086	0.72056605	cf3x4	0.683627	2.03967	-2156368.253	3	4312742.507
341	3.296048086	0.72056605	mg1	0.762859	2.18677	-2154140.164	3	4308286.328
341	3.296048086	0.72056605	mg3	0.729727	2.2079	-2163144.459	3	4326294.919
342	3.58862345	0.710858167	f61	0.626869	1.83703	-2252911.277	3	4505828.554
342	3.58862345	0.710858167	f1x4	0.582694	1.80027	-2303568.422	3	4607142.845
342	3.58862345	0.710858167	f3x4	0.576783	1.93627	-2293205.317	3	4586416.634
342	3.58862345	0.710858167	cf3x4	0.579122	1.82792	-2278892.818	3	4557791.636
342	3.58862345	0.710858167	mg1	0.762252	1.94316	-2301605.378	3	4603216.757
342	3.58862345	0.710858167	mg3	0.762115	2.06373	-2290632.526	3	4581271.052
343	3.190928216	0.723080082	f61	0.676732	2.36337	-2115014.442	3	4230034.883
343	3.190928216	0.723080082	f1x4	0.690504	2.32744	-2122936.187	3	4245878.373
343	3.190928216	0.723080082	f3x4	0.70173	2.29396	-2081195.578	3	4162397.156
343	3.190928216	0.723080082	cf3x4	0.674785	2.36742	-2109179.825	3	4218365.649
343	3.190928216	0.723080082	mg1	0.736766	2.37384	-2121320.224	3	4242646.448
343	3.190928216	0.723080082	mg3	0.721981	2.26931	-2078698.07	3	4157402.141
344	3.005677656	0.573534963	f61	0.560248	2.02843	-2115982.352	3	4231970.704
344	3.005677656	0.573534963	f1x4	0.536737	2.06804	-2141987.661	3	4283981.321
344	3.005677656	0.573534963	f3x4	0.528258	2.2627	-2160243.306	3	4320492.613
344	3.005677656	0.573534963	cf3x4	0.520249	2.08345	-2142894.382	3	4285794.765
344	3.005677656	0.573534963	mg1	0.580982	2.30414	-2140443.128	3	4280892.255
344	3.005677656	0.573534963	mg3	0.554209	2.36744	-2158577.876	3	4317161.751
345	3.411990274	0.659566923	f61	0.586015	1.83108	-2223001.999	3	4446009.997
345	3.411990274	0.659566923	f1x4	0.578787	1.79883	-2245920.764	3	4491847.527
345	3.411990274	0.659566923	f3x4	0.548741	1.84404	-2250718.789	3	4501443.578
345	3.411990274	0.659566923	cf3x4	0.558548	1.83856	-2238159.185	3	4476324.37
345	3.411990274	0.659566923	mg1	0.688263	1.93836	-2244489.488	3	4488984.977
345	3.411990274	0.659566923	mg3	0.673859	1.93232	-2248863.91	3	4497733.82
346	3.409342448	0.827467421	f61	0.738985	2.06942	-2142593.155	3	4285192.311
346	3.409342448	0.827467421	f1x4	0.759812	2.06967	-2138440.433	3	4276886.865
346	3.409342448	0.827467421	f3x4	0.720452	2.09081	-2156423.545	3	4312853.089
346	3.409342448	0.827467421	cf3x4	0.731767	2.0969	-2144807.376	3	4289620.752
346	3.409342448	0.827467421	mg1	0.813979	2.16294	-2136286.804	3	4272579.609
346	3.409342448	0.827467421	mg3	0.783864	2.13957	-2154040.626	3	4308087.251
347	3.053172766	0.693050271	f61	0.689633	2.18091	-2058368.097	3	4116742.193
347	3.053172766	0.693050271	f1x4	0.688812	2.11428	-2075581.669	3	4151169.338
347	3.053172766	0.693050271	f3x4	0.714161	2.12723	-2033172.901	3	4066351.803
347	3.053172766	0.693050271	cf3x4	0.68597	2.18757	-2057123.558	3	4114253.116
347	3.053172766	0.693050271	mg1	0.697092	2.11404	-2073125.575	3	4146257.151
347	3.053172766	0.693050271	mg3	0.692096	2.057	-2029527.16	3	4059060.321
348	3.386927043	0.605164788	f61	0.533066	1.7358	-2243751.498	3	4487508.996
348	3.386927043	0.605164788	f1x4	0.486674	1.6825	-2303828.215	3	4607662.429
348	3.386927043	0.605164788	f3x4	0.495425	1.8387	-2283643.209	3	4567292.417
348	3.386927043	0.605164788	cf3x4	0.490001	1.73256	-2273755.987	3	4547517.974
348	3.386927043	0.605164788	mg1	0.636037	1.81734	-2302861.217	3	4605728.433
348	3.386927043	0.605164788	mg3	0.643274	1.96267	-2281889.857	3	4563785.714
349	3.731125958	0.735867646	f61	0.636011	1.73397	-2297570.73	3	4595147.46
349	3.731125958	0.735867646	f1x4	0.648906	1.72297	-2293934.339	3	4587874.677
349	3.731125958	0.735867646	f3x4	0.636554	1.77764	-2300865.212	3	4601736.423
349	3.731125958	0.735867646	cf3x4	0.628377	1.73347	-2294825.985	3	4589657.971
349	3.731125958	0.735867646	mg1	0.801938	1.83332	-2292659.029	3	4585324.057
349	3.731125958	0.735867646	mg3	0.782732	1.8481	-2299188.834	3	4598383.669
34	3.728169235	0.870934816	f61	0.788372	1.89002	-2186923.205	3	4373852.411
34	3.728169235	0.870934816	f1x4	0.801154	1.87398	-2184035.857	3	4368077.714
34	3.728169235	0.870934816	f3x4	0.800028	1.87833	-2181336.864	3	4362679.728
34	3.728169235	0.870934816	cf3x4	0.779046	1.8879	-2185151.955	3	4370309.909
34	3.728169235	0.870934816	mg1	0.874214	1.93433	-2182257.64	3	4364521.279
34	3.728169235	0.870934816	mg3	0.848169	1.87597	-2178827.887	3	4357661.773
350	3.688452868	0.748183912	f61	0.634503	1.79362	-2256719.313	3	4513444.626
350	3.688452868	0.748183912	f1x4	0.65385	1.79202	-2253131.973	3	4506269.946
350	3.688452868	0.748183912	f3x4	0.648491	1.78068	-2247287.717	3	4494581.435
350	3.688452868	0.748183912	cf3x4	0.634615	1.80896	-2252881.845	3	4505769.69
350	3.688452868	0.748183912	mg1	0.781954	1.90474	-2250785.568	3	4501577.137
350	3.688452868	0.748183912	mg3	0.759382	1.84734	-2244513.085	3	4489032.17
351	3.108979363	0.702918132	f61	0.617842	2.01617	-2089776.923	3	4179559.846
351	3.108979363	0.702918132	f1x4	0.647737	2.05358	-2096047.677	3	4192101.353
351	3.108979363	0.702918132	f3x4	0.602989	2.13569	-2126856.317	3	4253718.634
351	3.108979363	0.702918132	cf3x4	0.610985	2.02543	-2093552.647	3	4187111.295
351	3.108979363	0.702918132	mg1	0.691765	2.16618	-2092660.006	3	4185326.012
351	3.108979363	0.702918132	mg3	0.659832	2.20077	-2123120.208	3	4246246.417
352	3.357262576	0.714261158	f61	0.617426	1.85808	-2185217.045	3	4370440.091
352	3.357262576	0.714261158	f1x4	0.647657	1.8755	-2176403.246	3	4352812.493
352	3.357262576	0.714261158	f3x4	0.635946	1.85126	-2164027.655	3	4328061.31
352	3.357262576	0.714261158	cf3x4	0.617066	1.86284	-2178453.648	3	4356913.297
352	3.357262576	0.714261158	mg1	0.735812	2.00007	-2175358.346	3	4350722.692
352	3.357262576	0.714261158	mg3	0.708735	1.90929	-2162464.884	3	4324935.768
353	3.799420792	0.851921891	f61	0.764477	1.83405	-2249546.74	3	4499099.479
353	3.799420792	0.851921891	f1x4	0.76192	1.82116	-2256084.042	3	4512174.083
353	3.799420792	0.851921891	f3x4	0.762383	1.89542	-2237836.629	3	4475679.258
353	3.799420792	0.851921891	cf3x4	0.747626	1.85106	-2244522.967	3	4489051.934
353	3.799420792	0.851921891	mg1	0.897454	1.89809	-2253862.907	3	4507731.815
353	3.799420792	0.851921891	mg3	0.890187	1.93808	-2235061.266	3	4470128.533
354	3.734719966	0.746483755	f61	0.606397	1.81418	-2316088.171	3	4632182.343
354	3.734719966	0.746483755	f1x4	0.648168	1.80001	-2271096.283	3	4542198.566
354	3.734719966	0.746483755	f3x4	0.638849	1.87946	-2273085.211	3	4546176.421
354	3.734719966	0.746483755	cf3x4	0.623195	1.82996	-2279333.367	3	4558672.733
354	3.734719966	0.746483755	mg1	0.789524	1.90622	-2269061.458	3	4538128.916
354	3.734719966	0.746483755	mg3	0.777733	1.9274	-2270723.23	3	4541452.459
355	3.573567423	0.732729477	f61	0.682301	1.79711	-2178989.794	3	4357985.588
355	3.573567423	0.732729477	f1x4	0.644784	1.77629	-2217020.924	3	4434047.848
355	3.573567423	0.732729477	f3x4	0.644227	1.93905	-2219135.742	3	4438277.484
355	3.573567423	0.732729477	cf3x4	0.635063	1.8089	-2202632.264	3	4405270.528
355	3.573567423	0.732729477	mg1	0.75237	1.93015	-2215275.796	3	4430557.593
355	3.573567423	0.732729477	mg3	0.74422	2.04326	-2216882.417	3	4433770.835
356	3.714297931	0.760975349	f61	0.675334	1.78006	-2265808.069	3	4531622.138
356	3.714297931	0.760975349	f1x4	0.673915	1.75916	-2278260.674	3	4556527.348
356	3.714297931	0.760975349	f3x4	0.661889	1.82276	-2280355.353	3	4560716.705
356	3.714297931	0.760975349	cf3x4	0.655779	1.76607	-2270428.766	3	4540863.533
356	3.714297931	0.760975349	mg1	0.820913	1.85047	-2276794.614	3	4553595.229
356	3.714297931	0.760975349	mg3	0.800715	1.86467	-2278363.024	3	4556732.047
357	2.952387182	0.741245224	f61	0.723658	2.1767	-2051312.86	3	4102631.719
357	2.952387182	0.741245224	f1x4	0.75028	2.21	-2065771.313	3	4131548.626
357	2.952387182	0.741245224	f3x4	0.699334	2.28923	-2094673.452	3	4189352.904
357	2.952387182	0.741245224	cf3x4	0.704447	2.15279	-2058925.891	3	4117857.782
357	2.952387182	0.741245224	mg1	0.753538	2.26239	-2063130.948	3	4126267.895
357	2.952387182	0.741245224	mg3	0.711039	2.26419	-2091467.029	3	4182940.058
358	2.972614849	0.599396668	f61	0.575535	1.88309	-2110178.97	3	4220363.94
358	2.972614849	0.599396668	f1x4	0.55364	1.91491	-2132760.618	3	4265527.237
358	2.972614849	0.599396668	f3x4	0.550063	2.08738	-2142369.824	3	4284745.648
358	2.972614849	0.599396668	cf3x4	0.538671	1.93588	-2132880.508	3	4265767.016
358	2.972614849	0.599396668	mg1	0.598294	2.10591	-2131531.686	3	4263069.372
358	2.972614849	0.599396668	mg3	0.572935	2.15362	-2141245.04	3	4282496.081
359	3.688188247	0.740067422	f61	0.688311	1.91642	-2207588.496	3	4415182.992
359	3.688188247	0.740067422	f1x4	0.673454	1.90657	-2234211.351	3	4468428.703
359	3.688188247	0.740067422	f3x4	0.667532	1.95192	-2227589.435	3	4455184.87
359	3.688188247	0.740067422	cf3x4	0.656616	1.93542	-2225334.657	3	4450675.313
359	3.688188247	0.740067422	mg1	0.792358	2.00333	-2232367.886	3	4464741.771
359	3.688188247	0.740067422	mg3	0.781376	2.03118	-2225258.463	3	4450522.926
35	3.628167662	0.697155536	f61	0.605429	1.83076	-2260884.476	3	4521774.951
35	3.628167662	0.697155536	f1x4	0.599813	1.78786	-2281019.292	3	4562044.584
35	3.628167662	0.697155536	f3x4	0.575873	1.8414	-2281860.339	3	4563726.677
35	3.628167662	0.697155536	cf3x4	0.580925	1.81814	-2272489.522	3	4544985.044
35	3.628167662	0.697155536	mg1	0.736103	1.91293	-2279627.992	3	4559261.984
35	3.628167662	0.697155536	mg3	0.721366	1.91277	-2280069.167	3	4560144.333
360	3.419957937	0.644328324	f61	0.535491	1.73802	-2251979.77	3	4503965.539
360	3.419957937	0.644328324	f1x4	0.565951	1.71613	-2241354.542	3	4482715.084
360	3.419957937	0.644328324	f3x4	0.578321	1.6949	-2213871.514	3	4427749.028
360	3.419957937	0.644328324	cf3x4	0.551457	1.73517	-2231634.489	3	4463274.978
360	3.419957937	0.644328324	mg1	0.684831	1.83853	-2239926.529	3	4479859.058
360	3.419957937	0.644328324	mg3	0.673813	1.76827	-2211543.77	3	4423093.541
361	3.201934606	0.467658366	f61	0.41888	1.75173	-2255034.582	3	4510075.165
361	3.201934606	0.467658366	f1x4	0.385562	1.70672	-2317688.012	3	4635382.023
361	3.201934606	0.467658366	f3x4	0.392885	1.83244	-2289469.898	3	4578945.796
361	3.201934606	0.467658366	cf3x4	0.386107	1.74875	-2286672.212	3	4573350.425
361	3.201934606	0.467658366	mg1	0.511209	1.84544	-2317040.627	3	4634087.254
361	3.201934606	0.467658366	mg3	0.51704	1.97414	-2287977.673	3	4575961.347
362	3.478829861	0.628842784	f61	0.536679	1.80211	-2337669.152	3	4675344.304
362	3.478829861	0.628842784	f1x4	0.542151	1.79248	-2342881.223	3	4685768.445
362	3.478829861	0.628842784	f3x4	0.536514	1.8232	-2338987.516	3	4677981.032
362	3.478829861	0.628842784	cf3x4	0.528361	1.7957	-2337723.395	3	4675452.789
362	3.478829861	0.628842784	mg1	0.704797	1.90607	-2342059.025	3	4684124.05
362	3.478829861	0.628842784	mg3	0.687984	1.89234	-2337704.012	3	4675414.024
363	3.336636907	0.74625875	f61	0.712181	2.11923	-2151162.774	3	4302331.548
363	3.336636907	0.74625875	f1x4	0.724994	2.09626	-2152300.113	3	4304606.225
363	3.336636907	0.74625875	f3x4	0.734146	2.08512	-2125688.837	3	4251383.674
363	3.336636907	0.74625875	cf3x4	0.708828	2.12974	-2145231.381	3	4290468.762
363	3.336636907	0.74625875	mg1	0.78266	2.14202	-2150846.608	3	4301699.216
363	3.336636907	0.74625875	mg3	0.764201	2.06113	-2123522.846	3	4247051.692
364	3.489797407	0.758358125	f61	0.679719	2.10014	-2173350.596	3	4346707.193
364	3.489797407	0.758358125	f1x4	0.710809	2.11116	-2167176.177	3	4334358.354
364	3.489797407	0.758358125	f3x4	0.686607	2.10909	-2179356.198	3	4358718.395
364	3.489797407	0.758358125	cf3x4	0.684225	2.13804	-2172503.363	3	4345012.726
364	3.489797407	0.758358125	mg1	0.784065	2.21779	-2165991.204	3	4331988.409
364	3.489797407	0.758358125	mg3	0.752453	2.17965	-2177807.145	3	4355620.29
365	2.953717747	0.648427788	f61	0.632023	2.01628	-2055763.895	3	4111533.79
365	2.953717747	0.648427788	f1x4	0.624651	1.97757	-2073922.865	3	4147851.729
365	2.953717747	0.648427788	f3x4	0.64223	2.03979	-2041542.977	3	4083091.955
365	2.953717747	0.648427788	cf3x4	0.620959	2.04653	-2058797.855	3	4117601.71
365	2.953717747	0.648427788	mg1	0.632819	2.0023	-2071891.246	3	4143788.492
365	2.953717747	0.648427788	mg3	0.623752	1.98167	-2038479.481	3	4076964.963
366	3.512834176	0.611774257	f61	0.557337	1.65597	-2315242.223	3	4630490.446
366	3.512834176	0.611774257	f1x4	0.538464	1.6266	-2339304.373	3	4678614.746
366	3.512834176	0.611774257	f3x4	0.52307	1.61052	-2332395.035	3	4664796.071
366	3.512834176	0.611774257	cf3x4	0.514809	1.63168	-2346308.79	3	4692623.58
366	3.512834176	0.611774257	mg1	0.688274	1.74513	-2338464.358	3	4676934.716
366	3.512834176	0.611774257	mg3	0.667814	1.65889	-2331062.874	3	4662131.748
367	3.404781621	0.662724764	f61	0.549452	1.73587	-2204306.118	3	4408618.235
367	3.404781621	0.662724764	f1x4	0.547596	1.71355	-2226429.891	3	4452865.782
367	3.404781621	0.662724764	f3x4	0.524174	1.7109	-2222603.775	3	4445213.55
367	3.404781621	0.662724764	cf3x4	0.526249	1.73681	-2220213.948	3	4440433.896
367	3.404781621	0.662724764	mg1	0.66338	1.86794	-2224832.846	3	4449671.692
367	3.404781621	0.662724764	mg3	0.648305	1.82434	-2220604.467	3	4441214.934
368	3.566509335	0.838616309	f61	0.760725	1.99909	-2141112.619	3	4282231.239
368	3.566509335	0.838616309	f1x4	0.770632	1.99982	-2153490.953	3	4306987.905
368	3.566509335	0.838616309	f3x4	0.761223	1.97105	-2138510.732	3	4277027.464
368	3.566509335	0.838616309	cf3x4	0.741742	1.99824	-2148771.057	3	4297548.114
368	3.566509335	0.838616309	mg1	0.854267	2.06167	-2151200.476	3	4302406.951
368	3.566509335	0.838616309	mg3	0.831806	1.99432	-2135683.08	3	4271372.16
369	3.537304085	0.773933804	f61	0.661391	1.95341	-2225745.27	3	4451496.539
369	3.537304085	0.773933804	f1x4	0.707794	1.94995	-2192517.323	3	4385040.646
369	3.537304085	0.773933804	f3x4	0.682115	2.0413	-2229545.065	3	4459096.131
369	3.537304085	0.773933804	cf3x4	0.669694	1.93911	-2207338.865	3	4414683.73
369	3.537304085	0.773933804	mg1	0.791274	2.11495	-2190990.767	3	4381987.534
369	3.537304085	0.773933804	mg3	0.752244	2.10053	-2227996.497	3	4455998.994
36	3.265365698	0.795801632	f61	0.762283	2.57766	-2106253.303	3	4212512.607
36	3.265365698	0.795801632	f1x4	0.79343	2.50285	-2109425.261	3	4218856.522
36	3.265365698	0.795801632	f3x4	0.816813	2.41595	-2068401.25	3	4136808.5
36	3.265365698	0.795801632	cf3x4	0.780152	2.55953	-2094572.521	3	4189151.042
36	3.265365698	0.795801632	mg1	0.828764	2.51047	-2107187.485	3	4214380.969
36	3.265365698	0.795801632	mg3	0.821436	2.39446	-2065485.463	3	4130976.926
370	3.643915739	0.833258344	f61	0.737166	1.94143	-2183649.774	3	4367305.548
370	3.643915739	0.833258344	f1x4	0.742474	1.95292	-2184822.373	3	4369650.746
370	3.643915739	0.833258344	f3x4	0.712878	1.94796	-2192846.4	3	4385698.799
370	3.643915739	0.833258344	cf3x4	0.705705	1.9481	-2194395.94	3	4388797.88
370	3.643915739	0.833258344	mg1	0.840365	2.04715	-2182189.164	3	4364384.327
370	3.643915739	0.833258344	mg3	0.811651	2.0087	-2189701.746	3	4379409.493
371	3.34001743	0.761742039	f61	0.74832	2.14481	-2133586.641	3	4267179.283
371	3.34001743	0.761742039	f1x4	0.739691	2.1205	-2148436.209	3	4296878.418
371	3.34001743	0.761742039	f3x4	0.739694	2.14909	-2123715.588	3	4247437.176
371	3.34001743	0.761742039	cf3x4	0.722194	2.14689	-2140402.467	3	4280810.935
371	3.34001743	0.761742039	mg1	0.784058	2.17824	-2146639.9	3	4293285.801
371	3.34001743	0.761742039	mg3	0.762668	2.12535	-2121360.506	3	4242727.011
372	3.409625526	0.75923115	f61	0.656001	2.01769	-2214042.177	3	4428090.354
372	3.409625526	0.75923115	f1x4	0.701992	2.0934	-2184149.362	3	4368304.723
372	3.409625526	0.75923115	f3x4	0.663418	2.04999	-2208258.99	3	4416523.981
372	3.409625526	0.75923115	cf3x4	0.66066	2.06863	-2203467.873	3	4406941.745
372	3.409625526	0.75923115	mg1	0.773057	2.21478	-2182466.395	3	4364938.79
372	3.409625526	0.75923115	mg3	0.732726	2.11297	-2206007.653	3	4412021.306
373	3.606496748	0.773300995	f61	0.667068	2.01965	-2177289.066	3	4354584.132
373	3.606496748	0.773300995	f1x4	0.656809	1.98995	-2201204.488	3	4402414.976
373	3.606496748	0.773300995	f3x4	0.624773	1.98946	-2198681.747	3	4397369.495
373	3.606496748	0.773300995	cf3x4	0.629877	2.00993	-2198017.15	3	4396040.299
373	3.606496748	0.773300995	mg1	0.77317	2.12632	-2198923.912	3	4397853.824
373	3.606496748	0.773300995	mg3	0.757213	2.09153	-2196088.102	3	4392182.204
374	3.172993427	0.699697896	f61	0.707904	2.18668	-2086814.659	3	4173635.319
374	3.172993427	0.699697896	f1x4	0.710056	2.10831	-2090549.783	3	4181105.565
374	3.172993427	0.699697896	f3x4	0.733613	2.15482	-2065739.416	3	4131484.832
374	3.172993427	0.699697896	cf3x4	0.70553	2.16876	-2075239.192	3	4150484.384
374	3.172993427	0.699697896	mg1	0.707374	2.10835	-2088975.139	3	4177956.279
374	3.172993427	0.699697896	mg3	0.700218	2.08244	-2063285.233	3	4126576.466
375	3.412320485	0.75064806	f61	0.680133	1.94583	-2171723.463	3	4343452.925
375	3.412320485	0.75064806	f1x4	0.701409	2.01443	-2158563.538	3	4317133.076
375	3.412320485	0.75064806	f3x4	0.670639	2.06227	-2191013.909	3	4382033.819
375	3.412320485	0.75064806	cf3x4	0.667278	1.99608	-2171820.618	3	4343647.236
375	3.412320485	0.75064806	mg1	0.749964	2.15286	-2157114.422	3	4314234.843
375	3.412320485	0.75064806	mg3	0.704536	2.10981	-2189232.132	3	4378470.264
376	3.541692198	0.701444476	f61	0.611504	1.99698	-2243574.227	3	4487154.454
376	3.541692198	0.701444476	f1x4	0.612799	1.97522	-2254551.699	3	4509109.398
376	3.541692198	0.701444476	f3x4	0.575793	2.00608	-2261859.458	3	4523724.916
376	3.541692198	0.701444476	cf3x4	0.58573	2.00169	-2251755.187	3	4503516.374
376	3.541692198	0.701444476	mg1	0.741803	2.12903	-2252662.268	3	4505330.536
376	3.541692198	0.701444476	mg3	0.724424	2.11924	-2259697.991	3	4519401.982
377	3.674650669	0.773930747	f61	0.693791	1.79978	-2197887.192	3	4395780.385
377	3.674650669	0.773930747	f1x4	0.674272	1.77811	-2227521.449	3	4455048.898
377	3.674650669	0.773930747	f3x4	0.650331	1.82251	-2222282.772	3	4444571.544
377	3.674650669	0.773930747	cf3x4	0.654653	1.80436	-2217877.306	3	4435760.612
377	3.674650669	0.773930747	mg1	0.799891	1.91555	-2225846.021	3	4451698.043
377	3.674650669	0.773930747	mg3	0.786839	1.92013	-2220216.285	3	4440438.57
378	3.602518306	0.760655701	f61	0.662142	1.72938	-2216011.535	3	4432029.07
378	3.602518306	0.760655701	f1x4	0.664263	1.70372	-2238794.703	3	4477595.406
378	3.602518306	0.760655701	f3x4	0.662245	1.72457	-2217878.377	3	4435762.755
378	3.602518306	0.760655701	cf3x4	0.648961	1.72311	-2222559.554	3	4445125.109
378	3.602518306	0.760655701	mg1	0.801216	1.81555	-2236993.12	3	4473992.24
378	3.602518306	0.760655701	mg3	0.788559	1.78875	-2215598.927	3	4431203.855
379	3.239357919	0.746107646	f61	0.730177	2.02556	-2114744.239	3	4229494.478
379	3.239357919	0.746107646	f1x4	0.710936	2.0124	-2126004.598	3	4252015.196
379	3.239357919	0.746107646	f3x4	0.696727	2.12551	-2130648.794	3	4261303.589
379	3.239357919	0.746107646	cf3x4	0.690938	2.03437	-2125502.986	3	4251011.972
379	3.239357919	0.746107646	mg1	0.748735	2.12466	-2124808.418	3	4249622.837
379	3.239357919	0.746107646	mg3	0.72182	2.14021	-2129178.96	3	4258363.92
37	3.715054764	0.746410775	f61	0.660545	1.84574	-2282279.509	3	4564565.017
37	3.715054764	0.746410775	f1x4	0.673152	1.85375	-2286173.861	3	4572353.722
37	3.715054764	0.746410775	f3x4	0.643753	1.87361	-2292526.6	3	4585059.2
37	3.715054764	0.746410775	cf3x4	0.643856	1.84973	-2284086.784	3	4568179.567
37	3.715054764	0.746410775	mg1	0.824216	1.99871	-2284329.904	3	4568665.809
37	3.715054764	0.746410775	mg3	0.796765	1.9706	-2290174.624	3	4580355.248
380	3.268783546	0.71535347	f61	0.564432	1.62717	-2242601.062	3	4485208.124
380	3.268783546	0.71535347	f1x4	0.613223	1.70696	-2212728.972	3	4425463.943
380	3.268783546	0.71535347	f3x4	0.579201	1.74794	-2268258.917	3	4536523.835
380	3.268783546	0.71535347	cf3x4	0.5697	1.65809	-2230399.042	3	4460804.085
380	3.268783546	0.71535347	mg1	0.686932	1.85287	-2212248.842	3	4424503.684
380	3.268783546	0.71535347	mg3	0.635916	1.82598	-2267335.71	3	4534677.421
381	3.282486412	0.597409013	f61	0.543355	1.87644	-2151265.74	3	4302537.479
381	3.282486412	0.597409013	f1x4	0.538483	1.91027	-2166060.242	3	4332126.483
381	3.282486412	0.597409013	f3x4	0.53001	1.988	-2165712.937	3	4331431.874
381	3.282486412	0.597409013	cf3x4	0.521881	1.92458	-2165197.453	3	4330400.906
381	3.282486412	0.597409013	mg1	0.599288	2.09795	-2164765.588	3	4329537.176
381	3.282486412	0.597409013	mg3	0.575012	2.09063	-2164013.078	3	4328032.155
382	3.253190867	0.540717301	f61	0.487441	1.80412	-2251044.715	3	4502095.431
382	3.253190867	0.540717301	f1x4	0.437364	1.72682	-2314831.4	3	4629668.799
382	3.253190867	0.540717301	f3x4	0.4433	1.92752	-2301031.725	3	4602069.449
382	3.253190867	0.540717301	cf3x4	0.441934	1.78605	-2282847.319	3	4565700.637
382	3.253190867	0.540717301	mg1	0.580549	1.91579	-2313447.303	3	4626900.606
382	3.253190867	0.540717301	mg3	0.589083	2.10042	-2298893.817	3	4597793.635
383	3.389012212	0.590083631	f61	0.503186	1.83465	-2223334.116	3	4446674.232
383	3.389012212	0.590083631	f1x4	0.50413	1.82783	-2241658.636	3	4483323.273
383	3.389012212	0.590083631	f3x4	0.479027	1.8158	-2242708.221	3	4485422.443
383	3.389012212	0.590083631	cf3x4	0.481892	1.84435	-2238754.221	3	4477514.443
383	3.389012212	0.590083631	mg1	0.611608	1.98309	-2240211.941	3	4480429.883
383	3.389012212	0.590083631	mg3	0.594561	1.93886	-2240999.101	3	4482004.203
384	3.355094189	0.724226232	f61	0.643788	1.96742	-2155314.075	3	4310634.15
384	3.355094189	0.724226232	f1x4	0.627498	1.94452	-2187865.695	3	4375737.389
384	3.355094189	0.724226232	f3x4	0.608644	2.07336	-2194629.746	3	4389265.492
384	3.355094189	0.724226232	cf3x4	0.60896	1.9494	-2172844.819	3	4345695.639
384	3.355094189	0.724226232	mg1	0.74841	2.10421	-2185155.72	3	4370317.439
384	3.355094189	0.724226232	mg3	0.737846	2.20039	-2191707.988	3	4383421.976
385	3.316848253	0.693397425	f61	0.544031	1.84923	-2219951.669	3	4439909.337
385	3.316848253	0.693397425	f1x4	0.602409	1.75647	-2159459.28	3	4318924.561
385	3.316848253	0.693397425	f3x4	0.551598	1.85396	-2210152.608	3	4420311.217
385	3.316848253	0.693397425	cf3x4	0.562644	1.78414	-2183015.992	3	4366037.984
385	3.316848253	0.693397425	mg1	0.683639	1.93503	-2157022.036	3	4314050.073
385	3.316848253	0.693397425	mg3	0.663262	1.94386	-2207864.528	3	4415735.057
386	3.614570133	0.813267603	f61	0.822645	2.08408	-2256621.431	3	4513248.862
386	3.614570133	0.813267603	f1x4	0.832104	2.06233	-2218256.908	3	4436519.816
386	3.614570133	0.813267603	f3x4	0.819225	2.12904	-2255744.396	3	4511494.792
386	3.614570133	0.813267603	cf3x4	0.804362	2.08015	-2225260.455	3	4450526.911
386	3.614570133	0.813267603	mg1	0.863085	2.21808	-2217044.408	3	4434094.815
386	3.614570133	0.813267603	mg3	0.833605	2.25802	-2254353.158	3	4508712.316
