rep	entropy	dnds	fspec	omega	kappa	lnlik	k	aic
269	3.383315255	0.639280912	f1x4	0.563916	1.66942	-2265788.204	3	4531582.409
269	3.383315255	0.639280912	f3x4	0.538133	1.69821	-2265049.615	3	4530105.231
269	3.383315255	0.639280912	cf3x4	0.543783	1.70262	-2258800.799	3	4517607.598
269	3.383315255	0.639280912	mg1	0.679686	1.7991	-2263969.723	3	4527945.446
269	3.383315255	0.639280912	mg3	0.666779	1.78232	-2262841.252	3	4525688.504
26	3.406344352	0.583153375	f61	0.513586	1.78057	-2211682.872	3	4423371.744
26	3.406344352	0.583153375	f1x4	0.477315	1.72183	-2266636.779	3	4533279.559
26	3.406344352	0.583153375	f3x4	0.466199	1.86631	-2264947.662	3	4529901.324
26	3.406344352	0.583153375	cf3x4	0.472335	1.76468	-2243921.943	3	4487849.886
26	3.406344352	0.583153375	mg1	0.610028	1.91042	-2265041.658	3	4530089.316
26	3.406344352	0.583153375	mg3	0.60836	2.03195	-2262980.044	3	4525966.088
270	3.572782914	0.770640783	f61	0.673449	1.9977	-2206710.494	3	4413426.987
270	3.572782914	0.770640783	f1x4	0.698693	2.01943	-2205192.748	3	4410391.495
270	3.572782914	0.770640783	f3x4	0.691999	1.95888	-2189771.518	3	4379549.035
270	3.572782914	0.770640783	cf3x4	0.667847	2.01122	-2207844.415	3	4415694.83
270	3.572782914	0.770640783	mg1	0.801193	2.11494	-2203665.328	3	4407336.657
270	3.572782914	0.770640783	mg3	0.775781	2.02003	-2187609.345	3	4375224.691
271	3.689700692	0.678353034	f61	0.60443	1.58827	-2313232.397	3	4626470.794
271	3.689700692	0.678353034	f1x4	0.585355	1.55442	-2336834.404	3	4673674.809
271	3.689700692	0.678353034	f3x4	0.567445	1.55863	-2331559.874	3	4663125.748
271	3.689700692	0.678353034	cf3x4	0.562552	1.55674	-2338782.232	3	4677570.464
271	3.689700692	0.678353034	mg1	0.758506	1.6584	-2335383.314	3	4670772.629
271	3.689700692	0.678353034	mg3	0.739104	1.60313	-2329675.631	3	4659357.263
272	2.898461097	0.526483702	f61	0.428072	1.84302	-2296190.75	3	4592387.5
272	2.898461097	0.526483702	f1x4	0.450797	1.77353	-2245343.868	3	4490693.737
272	2.898461097	0.526483702	f3x4	0.457167	1.98613	-2285921.674	3	4571849.349
272	2.898461097	0.526483702	cf3x4	0.431295	1.82627	-2283690.226	3	4567386.452
272	2.898461097	0.526483702	mg1	0.533148	1.93553	-2243805.009	3	4487616.018
272	2.898461097	0.526483702	mg3	0.539017	2.07496	-2284336.497	3	4568678.994
273	2.229232308	0.486724401	f61	0.439547	1.86341	-1991189.643	3	3982385.287
273	2.229232308	0.486724401	f1x4	0.458346	1.92068	-2020517.615	3	4041041.23
273	2.229232308	0.486724401	f3x4	0.427767	2.02253	-2046120.073	3	4092246.145
273	2.229232308	0.486724401	cf3x4	0.428605	1.85681	-2004348.822	3	4008703.644
273	2.229232308	0.486724401	mg1	0.460173	2.01316	-2017522.284	3	4035050.568
273	2.229232308	0.486724401	mg3	0.428708	2.02779	-2042972.471	3	4085950.941
274	2.988323833	0.465818676	f61	0.40711	1.82736	-2208877.804	3	4417761.608
274	2.988323833	0.465818676	f1x4	0.398122	1.7933	-2241158.474	3	4482322.947
274	2.988323833	0.465818676	f3x4	0.370055	1.8234	-2247333.401	3	4494672.801
274	2.988323833	0.465818676	cf3x4	0.382037	1.83174	-2231290.71	3	4462587.42
274	2.988323833	0.465818676	mg1	0.474375	1.96592	-2240828.294	3	4481662.587
274	2.988323833	0.465818676	mg3	0.4638	1.9616	-2246601.652	3	4493209.304
275	3.466645052	0.744274059	f61	0.689798	2.10035	-2187379.886	3	4374765.773
275	3.466645052	0.744274059	f1x4	0.706929	2.01803	-2182414.271	3	4364834.542
275	3.466645052	0.744274059	f3x4	0.727964	2.05907	-2166920.228	3	4333846.456
275	3.466645052	0.744274059	cf3x4	0.699976	2.07915	-2167389.371	3	4334784.742
275	3.466645052	0.744274059	mg1	0.783935	2.04975	-2180344.364	3	4360694.728
275	3.466645052	0.744274059	mg3	0.779575	2.02334	-2164334.597	3	4328675.194
276	3.231088043	0.671152957	f61	0.630211	1.87256	-2123584.774	3	4247175.549
276	3.231088043	0.671152957	f1x4	0.608425	1.90158	-2145444.518	3	4290895.037
276	3.231088043	0.671152957	f3x4	0.59495	2.05724	-2163564.658	3	4327135.317
276	3.231088043	0.671152957	cf3x4	0.58652	1.90226	-2147050.91	3	4294107.82
276	3.231088043	0.671152957	mg1	0.658082	2.0742	-2143591.032	3	4287188.065
276	3.231088043	0.671152957	mg3	0.62999	2.13003	-2161524.364	3	4323054.729
277	3.750822296	0.739688282	f61	0.580071	1.75996	-2373327.512	3	4746661.024
277	3.750822296	0.739688282	f1x4	0.639538	1.77418	-2319255.308	3	4638516.615
277	3.750822296	0.739688282	f3x4	0.632796	1.80218	-2308990.485	3	4617986.97
277	3.750822296	0.739688282	cf3x4	0.61275	1.78903	-2326235.575	3	4652477.151
277	3.750822296	0.739688282	mg1	0.812426	1.86121	-2317840.224	3	4635686.448
277	3.750822296	0.739688282	mg3	0.802534	1.86869	-2307129.135	3	4614264.271
278	3.66833152	0.827423668	f61	0.79333	2.067	-2191570.523	3	4383147.045
278	3.66833152	0.827423668	f1x4	0.796659	2.0351	-2204081.942	3	4408169.883
278	3.66833152	0.827423668	f3x4	0.802259	1.99333	-2178333.847	3	4356673.693
278	3.66833152	0.827423668	cf3x4	0.775584	2.05569	-2198173.294	3	4396352.589
278	3.66833152	0.827423668	mg1	0.89411	2.05313	-2201454.804	3	4402915.608
278	3.66833152	0.827423668	mg3	0.875986	1.95562	-2175014.784	3	4350035.568
279	3.52933286	0.736298112	f61	0.657364	1.90892	-2234006.596	3	4468019.192
279	3.52933286	0.736298112	f1x4	0.671159	1.86252	-2213598.125	3	4427202.25
279	3.52933286	0.736298112	f3x4	0.659079	1.98088	-2239583.514	3	4479173.027
279	3.52933286	0.736298112	cf3x4	0.651813	1.89381	-2212716.677	3	4425439.353
279	3.52933286	0.736298112	mg1	0.768021	1.98926	-2211747.344	3	4423500.689
279	3.52933286	0.736298112	mg3	0.750068	2.02602	-2237588.451	3	4475182.902
27	3.660257816	0.756582004	f61	0.651846	1.86362	-2217234.867	3	4434475.734
27	3.660257816	0.756582004	f1x4	0.652355	1.88615	-2233942.036	3	4467890.072
27	3.660257816	0.756582004	f3x4	0.63439	1.91648	-2232502.292	3	4465010.584
27	3.660257816	0.756582004	cf3x4	0.623617	1.86436	-2233796.572	3	4467599.144
27	3.660257816	0.756582004	mg1	0.777998	2.02634	-2231689.198	3	4463384.397
27	3.660257816	0.756582004	mg3	0.752411	2.02025	-2229836.538	3	4459679.077
280	2.986850863	0.729212197	f61	0.713672	2.80592	-2079687.078	3	4159380.157
280	2.986850863	0.729212197	f1x4	0.735696	2.71329	-2085743.353	3	4171492.706
280	2.986850863	0.729212197	f3x4	0.767614	2.59951	-2025139.529	3	4050285.059
280	2.986850863	0.729212197	cf3x4	0.723065	2.75887	-2064445.713	3	4128897.426
280	2.986850863	0.729212197	mg1	0.759577	2.71999	-2084125.485	3	4168256.969
280	2.986850863	0.729212197	mg3	0.756355	2.55956	-2022708.887	3	4045423.773
281	2.906522073	0.65901124	f61	0.57231	2.16719	-2145590.168	3	4291186.337
281	2.906522073	0.65901124	f1x4	0.612976	1.97636	-2089593.564	3	4179193.128
281	2.906522073	0.65901124	f3x4	0.548138	2.15006	-2176844.478	3	4353694.955
281	2.906522073	0.65901124	cf3x4	0.569926	2.01867	-2118839.822	3	4237685.643
281	2.906522073	0.65901124	mg1	0.632019	2.14942	-2086534.549	3	4173075.097
281	2.906522073	0.65901124	mg3	0.602136	2.17579	-2174622.035	3	4349250.07
282	3.779790241	0.76918479	f61	0.674049	1.70101	-2286696.399	3	4573398.799
282	3.779790241	0.76918479	f1x4	0.673715	1.67071	-2295756.696	3	4591519.391
282	3.779790241	0.76918479	f3x4	0.658842	1.70563	-2298374.567	3	4596755.135
282	3.779790241	0.76918479	cf3x4	0.652218	1.67766	-2294518.822	3	4589043.644
282	3.779790241	0.76918479	mg1	0.835432	1.76425	-2294337.1	3	4588680.2
282	3.779790241	0.76918479	mg3	0.812933	1.74303	-2296529.804	3	4593065.609
283	3.740036819	0.815679525	f61	0.795586	1.97498	-2204091.724	3	4408189.447
283	3.740036819	0.815679525	f1x4	0.789721	1.97718	-2217915.604	3	4435837.207
283	3.740036819	0.815679525	f3x4	0.787323	2.0019	-2210577.226	3	4421160.452
283	3.740036819	0.815679525	cf3x4	0.769351	1.99267	-2214000.549	3	4428007.098
283	3.740036819	0.815679525	mg1	0.873402	2.02611	-2215670.056	3	4431346.112
283	3.740036819	0.815679525	mg3	0.845859	2.00737	-2207807.952	3	4415621.905
284	3.486313006	0.669170138	f61	0.589643	1.99039	-2201671.256	3	4403348.511
284	3.486313006	0.669170138	f1x4	0.589965	1.9166	-2201911.016	3	4403828.033
284	3.486313006	0.669170138	f3x4	0.562393	2.0699	-2232704.573	3	4465415.147
284	3.486313006	0.669170138	cf3x4	0.568048	1.94909	-2202549.936	3	4405105.872
284	3.486313006	0.669170138	mg1	0.700166	2.13274	-2198942.699	3	4397891.398
284	3.486313006	0.669170138	mg3	0.685706	2.2263	-2229733.301	3	4459472.602
285	3.508160689	0.727853776	f61	0.626607	1.92136	-2232373.586	3	4464753.173
285	3.508160689	0.727853776	f1x4	0.657997	1.92397	-2215673.64	3	4431353.279
285	3.508160689	0.727853776	f3x4	0.647608	1.89661	-2204672.402	3	4409350.804
285	3.508160689	0.727853776	cf3x4	0.626019	1.91059	-2223426.965	3	4446859.93
285	3.508160689	0.727853776	mg1	0.764932	2.05695	-2214367.921	3	4428741.842
285	3.508160689	0.727853776	mg3	0.742872	1.97769	-2202756.958	3	4405519.916
286	3.852760269	0.808830592	f61	0.728251	1.73579	-2288836.771	3	4577679.541
286	3.852760269	0.808830592	f1x4	0.713813	1.7445	-2292774.068	3	4585554.136
286	3.852760269	0.808830592	f3x4	0.690911	1.74633	-2306964.599	3	4613935.197
286	3.852760269	0.808830592	cf3x4	0.683507	1.73283	-2299273.956	3	4598553.912
286	3.852760269	0.808830592	mg1	0.856085	1.86534	-2291150.378	3	4582306.756
286	3.852760269	0.808830592	mg3	0.821199	1.82837	-2304945.544	3	4609897.088
287	3.535557452	0.697756765	f61	0.607739	1.67395	-2206251.5	3	4412508.999
287	3.535557452	0.697756765	f1x4	0.577356	1.63332	-2244048.911	3	4488103.821
287	3.535557452	0.697756765	f3x4	0.567864	1.69751	-2236229.394	3	4472464.788
287	3.535557452	0.697756765	cf3x4	0.567599	1.6707	-2228637.062	3	4457280.125
287	3.535557452	0.697756765	mg1	0.720481	1.76328	-2242442.49	3	4484890.98
287	3.535557452	0.697756765	mg3	0.720314	1.81221	-2234220.193	3	4468446.386
288	3.706237709	0.746966238	f61	0.661252	1.77718	-2257092.996	3	4514191.992
288	3.706237709	0.746966238	f1x4	0.634894	1.73036	-2291354.746	3	4582715.492
288	3.706237709	0.746966238	f3x4	0.640369	1.82555	-2278576.251	3	4557158.501
288	3.706237709	0.746966238	cf3x4	0.631505	1.7677	-2271715.134	3	4543436.268
288	3.706237709	0.746966238	mg1	0.802929	1.80467	-2289102.535	3	4578211.07
288	3.706237709	0.746966238	mg3	0.800148	1.86471	-2275774.557	3	4551555.115
289	3.557917321	0.780018143	f61	0.742687	2.04366	-2183635.549	3	4367277.099
289	3.557917321	0.780018143	f1x4	0.740473	1.98078	-2174239.162	3	4348484.324
289	3.557917321	0.780018143	f3x4	0.745262	2.11135	-2186583.89	3	4373173.781
289	3.557917321	0.780018143	cf3x4	0.725288	2.03175	-2184159.455	3	4368324.909
289	3.557917321	0.780018143	mg1	0.798281	2.06444	-2172487.34	3	4344980.681
289	3.557917321	0.780018143	mg3	0.789269	2.11945	-2184333.551	3	4368673.101
28	3.458182751	0.653293281	f61	0.565879	1.85308	-2205094.019	3	4410194.038
28	3.458182751	0.653293281	f1x4	0.54948	1.83655	-2236569.115	3	4473144.23
28	3.458182751	0.653293281	f3x4	0.510685	1.86498	-2252839.51	3	4505685.021
28	3.458182751	0.653293281	cf3x4	0.525765	1.85507	-2234031.482	3	4468068.964
28	3.458182751	0.653293281	mg1	0.663072	1.9921	-2234733.913	3	4469473.826
28	3.458182751	0.653293281	mg3	0.64455	2.0045	-2250779.49	3	4501564.979
290	3.586657765	0.759164436	f61	0.592714	1.76855	-2280254.5	3	4560515
290	3.586657765	0.759164436	f1x4	0.650778	1.83346	-2232539.088	3	4465084.176
290	3.586657765	0.759164436	f3x4	0.62214	1.82053	-2248903.265	3	4497812.531
290	3.586657765	0.759164436	cf3x4	0.612876	1.81035	-2252079.315	3	4504164.63
290	3.586657765	0.759164436	mg1	0.770838	1.97379	-2230836.599	3	4461679.198
290	3.586657765	0.759164436	mg3	0.742755	1.91735	-2246634.752	3	4493275.504
291	3.380599036	0.766802232	f61	0.690828	2.2387	-2155905.138	3	4311816.277
291	3.380599036	0.766802232	f1x4	0.731926	2.19162	-2137279.269	3	4274564.537
291	3.380599036	0.766802232	f3x4	0.677049	2.24316	-2175156.302	3	4350318.604
291	3.380599036	0.766802232	cf3x4	0.69994	2.24406	-2146883.211	3	4293772.423
291	3.380599036	0.766802232	mg1	0.784131	2.29628	-2134740.564	3	4269487.127
291	3.380599036	0.766802232	mg3	0.758341	2.29365	-2172010.963	3	4344027.925
292	3.580509498	0.825778107	f61	0.803128	1.98612	-2185466.736	3	4370939.471
292	3.580509498	0.825778107	f1x4	0.795992	2.00557	-2186374.053	3	4372754.107
292	3.580509498	0.825778107	f3x4	0.788491	2.12316	-2196872.383	3	4393750.765
292	3.580509498	0.825778107	cf3x4	0.774917	2.02676	-2188110.23	3	4376226.459
292	3.580509498	0.825778107	mg1	0.85242	2.09823	-2183810.633	3	4367627.265
292	3.580509498	0.825778107	mg3	0.822765	2.13825	-2193887.879	3	4387781.758
293	3.466547616	0.758451269	f61	0.673498	2.07375	-2181115.654	3	4362237.308
293	3.466547616	0.758451269	f1x4	0.683715	2.04659	-2182599.865	3	4365205.729
293	3.466547616	0.758451269	f3x4	0.642437	2.1753	-2216445.805	3	4432897.61
293	3.466547616	0.758451269	cf3x4	0.649265	2.04157	-2187805.666	3	4375617.333
293	3.466547616	0.758451269	mg1	0.782656	2.22138	-2180232.773	3	4360471.545
293	3.466547616	0.758451269	mg3	0.756969	2.2863	-2213797.079	3	4427600.158
294	3.60207846	0.794439385	f61	0.679836	1.94623	-2204840.1	3	4409686.2
294	3.60207846	0.794439385	f1x4	0.693869	1.97504	-2211198.155	3	4422402.311
294	3.60207846	0.794439385	f3x4	0.663181	1.94264	-2220652.486	3	4441310.972
294	3.60207846	0.794439385	cf3x4	0.655647	1.95548	-2218874.581	3	4437755.163
294	3.60207846	0.794439385	mg1	0.812428	2.08523	-2208977.027	3	4417960.053
294	3.60207846	0.794439385	mg3	0.783547	2.03621	-2217916.434	3	4435838.868
295	3.606345212	0.701998261	f61	0.611656	1.89839	-2293521.172	3	4587048.344
295	3.606345212	0.701998261	f1x4	0.626925	1.86167	-2291161.984	3	4582329.969
295	3.606345212	0.701998261	f3x4	0.626246	1.9017	-2287523.203	3	4575052.406
295	3.606345212	0.701998261	cf3x4	0.612526	1.87857	-2284437.703	3	4568881.405
295	3.606345212	0.701998261	mg1	0.765169	1.93402	-2289788.207	3	4579582.413
295	3.606345212	0.701998261	mg3	0.749129	1.91922	-2285515.689	3	4571037.377
296	3.145600168	0.720424057	f61	0.592074	2.03144	-2181478.52	3	4362963.04
296	3.145600168	0.720424057	f1x4	0.628243	1.86013	-2139557.095	3	4279120.19
296	3.145600168	0.720424057	f3x4	0.559459	1.97562	-2210297.123	3	4420600.247
296	3.145600168	0.720424057	cf3x4	0.585267	1.90143	-2165264.786	3	4330535.571
296	3.145600168	0.720424057	mg1	0.691498	2.04206	-2136444.154	3	4272894.308
296	3.145600168	0.720424057	mg3	0.662166	2.03841	-2207748.807	3	4415503.614
297	3.135147398	0.506293281	f61	0.440711	1.69139	-2223344.226	3	4446694.453
297	3.135147398	0.506293281	f1x4	0.437097	1.66583	-2250626.379	3	4501258.758
297	3.135147398	0.506293281	f3x4	0.413134	1.69582	-2249027.603	3	4498061.205
297	3.135147398	0.506293281	cf3x4	0.420492	1.69911	-2239478.14	3	4478962.28
297	3.135147398	0.506293281	mg1	0.522655	1.8197	-2249894.493	3	4499794.985
297	3.135147398	0.506293281	mg3	0.511785	1.8086	-2247754.343	3	4495514.686
298	2.801385575	0.53676231	f61	0.529954	1.88648	-2110750.262	3	4221506.525
298	2.801385575	0.53676231	f1x4	0.501604	1.9295	-2140698.926	3	4281403.852
298	2.801385575	0.53676231	f3x4	0.499662	2.15348	-2165365.734	3	4330737.468
298	2.801385575	0.53676231	cf3x4	0.486805	1.93933	-2143070.943	3	4286147.887
298	2.801385575	0.53676231	mg1	0.545174	2.17667	-2138889.551	3	4277785.101
298	2.801385575	0.53676231	mg3	0.521664	2.26837	-2163526.661	3	4327059.323
299	3.120446516	0.574927919	f61	0.462632	1.94271	-2207692.53	3	4415391.059
299	3.120446516	0.574927919	f1x4	0.490912	1.97967	-2198399.085	3	4396804.169
299	3.120446516	0.574927919	f3x4	0.484743	1.88891	-2172433.769	3	4344873.537
299	3.120446516	0.574927919	cf3x4	0.462878	1.95409	-2202149.051	3	4404304.103
299	3.120446516	0.574927919	mg1	0.578871	2.12492	-2197102.625	3	4394211.251
299	3.120446516	0.574927919	mg3	0.562415	1.99323	-2170562.851	3	4341131.701
29	3.179430026	0.67303312	f61	0.592846	2.67587	-2184643.422	3	4369292.845
29	3.179430026	0.67303312	f1x4	0.627403	2.63711	-2180021.366	3	4360048.732
29	3.179430026	0.67303312	f3x4	0.645044	2.48432	-2130051.732	3	4260109.464
29	3.179430026	0.67303312	cf3x4	0.606357	2.65794	-2170778.488	3	4341562.976
29	3.179430026	0.67303312	mg1	0.708426	2.66849	-2177955.813	3	4355917.627
29	3.179430026	0.67303312	mg3	0.6974	2.4788	-2127098.533	3	4254203.066
2	2.716254979	0.324760299	f61	0.287835	2.15975	-2408871.502	3	4817749.005
2	2.716254979	0.324760299	f1x4	0.275794	2.13428	-2443328.085	3	4886662.17
2	2.716254979	0.324760299	f3x4	0.272403	2.03257	-2411334.417	3	4822674.834
2	2.716254979	0.324760299	cf3x4	0.257707	2.11524	-2457887.382	3	4915780.764
2	2.716254979	0.324760299	mg1	0.38553	2.25672	-2443010.197	3	4886026.395
2	2.716254979	0.324760299	mg3	0.372494	2.09616	-2410576.078	3	4821158.156
300	3.548315581	0.63979169	f61	0.565189	1.82771	-2302082.46	3	4604170.919
300	3.548315581	0.63979169	f1x4	0.561726	1.79578	-2321921.346	3	4643848.692
300	3.548315581	0.63979169	f3x4	0.547423	1.83866	-2316836.957	3	4633679.914
300	3.548315581	0.63979169	cf3x4	0.546453	1.81287	-2310803.28	3	4621612.559
300	3.548315581	0.63979169	mg1	0.712999	1.89196	-2320868.945	3	4641743.89
300	3.548315581	0.63979169	mg3	0.698861	1.89138	-2315242.929	3	4630491.859
301	3.374483119	0.764481962	f61	0.74245	2.0144	-2100025.786	3	4200057.571
301	3.374483119	0.764481962	f1x4	0.734727	1.9464	-2115488.072	3	4230982.144
301	3.374483119	0.764481962	f3x4	0.753008	2.01807	-2094794.346	3	4189594.691
301	3.374483119	0.764481962	cf3x4	0.7294	2.00871	-2100333.723	3	4200673.446
301	3.374483119	0.764481962	mg1	0.766786	1.97513	-2112600.349	3	4225206.697
301	3.374483119	0.764481962	mg3	0.760624	1.98307	-2090873.196	3	4181752.392
302	3.641478825	0.805668983	f61	0.709935	2.04943	-2226375.28	3	4452756.561
302	3.641478825	0.805668983	f1x4	0.728325	2.07297	-2211265.271	3	4422536.541
302	3.641478825	0.805668983	f3x4	0.690891	2.09502	-2228874.025	3	4457754.05
302	3.641478825	0.805668983	cf3x4	0.691794	2.0814	-2224150.594	3	4448307.188
302	3.641478825	0.805668983	mg1	0.837582	2.19174	-2209053.322	3	4418112.643
302	3.641478825	0.805668983	mg3	0.813954	2.18229	-2226163.107	3	4452332.214
303	3.708556146	0.690178176	f61	0.537732	1.70698	-2398868.471	3	4797742.942
303	3.708556146	0.690178176	f1x4	0.595517	1.71105	-2342606.997	3	4685219.994
303	3.708556146	0.690178176	f3x4	0.594	1.74179	-2330163.304	3	4660332.609
303	3.708556146	0.690178176	cf3x4	0.570842	1.72246	-2349016.293	3	4698038.587
303	3.708556146	0.690178176	mg1	0.775142	1.79723	-2341248.816	3	4682503.632
303	3.708556146	0.690178176	mg3	0.764207	1.78904	-2328368.507	3	4656743.014
304	3.216832119	0.777403907	f61	0.686301	2.27009	-2125961.78	3	4251929.56
304	3.216832119	0.777403907	f1x4	0.737578	2.23015	-2107479.619	3	4214965.239
304	3.216832119	0.777403907	f3x4	0.726296	2.19266	-2100554.889	3	4201115.778
304	3.216832119	0.777403907	cf3x4	0.714361	2.28481	-2108628.734	3	4217263.467
304	3.216832119	0.777403907	mg1	0.777979	2.28025	-2105391.625	3	4210789.249
304	3.216832119	0.777403907	mg3	0.75728	2.1867	-2098237.467	3	4196480.934
305	3.329715406	0.771018783	f61	0.72804	2.18405	-2115087.184	3	4230180.368
305	3.329715406	0.771018783	f1x4	0.744154	2.18481	-2131417.612	3	4262841.224
305	3.329715406	0.771018783	f3x4	0.70739	2.28435	-2154233.041	3	4308472.082
305	3.329715406	0.771018783	cf3x4	0.713322	2.18044	-2122632.037	3	4245270.075
305	3.329715406	0.771018783	mg1	0.807627	2.27647	-2128461.45	3	4256928.9
305	3.329715406	0.771018783	mg3	0.781581	2.3374	-2150901.891	3	4301809.781
306	3.540919889	0.742816284	f61	0.72969	1.97334	-2160911.941	3	4321829.882
306	3.540919889	0.742816284	f1x4	0.699496	1.97744	-2190529.192	3	4381064.384
306	3.540919889	0.742816284	f3x4	0.689647	2.09578	-2195836.636	3	4391679.272
306	3.540919889	0.742816284	cf3x4	0.682164	2.00158	-2185391.188	3	4370788.377
306	3.540919889	0.742816284	mg1	0.767395	2.10079	-2188484.901	3	4376975.801
306	3.540919889	0.742816284	mg3	0.744538	2.15885	-2193599.966	3	4387205.932
307	3.144312546	0.613369638	f61	0.592527	1.85254	-2142370.044	3	4284746.088
307	3.144312546	0.613369638	f1x4	0.572401	1.88578	-2159859.703	3	4319725.406
307	3.144312546	0.613369638	f3x4	0.568901	2.0594	-2181538.996	3	4363083.991
307	3.144312546	0.613369638	cf3x4	0.556837	1.90307	-2162007.665	3	4324021.331
307	3.144312546	0.613369638	mg1	0.61809	2.06007	-2158534.669	3	4317075.338
307	3.144312546	0.613369638	mg3	0.590963	2.11792	-2180231.236	3	4360468.472
308	3.305790422	0.6622972	f61	0.614261	1.75575	-2126049.518	3	4252105.036
308	3.305790422	0.6622972	f1x4	0.610019	1.72681	-2126698.691	3	4253403.383
308	3.305790422	0.6622972	f3x4	0.624721	1.80459	-2121743.612	3	4243493.224
308	3.305790422	0.6622972	cf3x4	0.602196	1.77813	-2128993.213	3	4257992.426
308	3.305790422	0.6622972	mg1	0.634767	1.7734	-2124919.678	3	4249845.355
308	3.305790422	0.6622972	mg3	0.624213	1.77797	-2119248.025	3	4238502.051
309	3.588179302	0.714331184	f61	0.639481	1.75923	-2203337.813	3	4406681.625
309	3.588179302	0.714331184	f1x4	0.614875	1.74874	-2248454.409	3	4496914.818
309	3.588179302	0.714331184	f3x4	0.608104	1.8434	-2236692.133	3	4473390.266
